,Unnamed: 0,facility,latitude,longitude,altitude,accuracy,kmfl_new,kmfl,nn?,keph_level,county,constituency,sub_county,ward,keph_level_new,Ownership,QQ2,Q2,QQ3,20km_to_level4,10km_to_level4,15km_to_level4,5km_to_level4,7_5km_to_level4,12_5km_to_level4,17_5km_to_level4
117,117,Mariakani Sub County Hospital,-3.863801,39.472095,204.8,5.1,n_11566,n,11566,Level 4,Kilifi,Kaloleni,Kaloleni,Mariakani,Level 4,Government/Public entity,urban,Urban,Hospital,0,0,0,0,0,0,0
118,118,The Mater Misericordiae Hospital (Mukuru),-1.307435,36.834142,1635.0,8.366,n_13074,n,13074,Level 5,Nairobi,Starehe,Starehe,Nairobi South,Level 5,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
119,119,Migori County Referral Hospital,-1.063569,34.476669,1390.400024,3.7,n_13805,n,13805,Level 4,Migori,Suna East,Suna East,Suna Central,Level 4,Government/Public entity,urban,Urban,Hospital,0,0,0,0,0,0,0
120,120,Nyali Healthcare LTD Bamburi,-4.002053,39.699508,3.2,5.3,n_24123,n,24123,Level 2,Mombasa,Nyali,Nyali,Kadzandani,Level 2,Private,urban,Urban,Medical Clinic,0,0,0,0,0,0,0
121,121,Katani Hospital,-1.332708,36.995418,1573.8,3.5,n_24343,n,24343,Level 4,Machakos,Mavoko,Athi River,Muthwani,Level 4,Private,rural,Rural,Hospital,0,0,0,0,0,0,0
122,122,Kihara Sub County Hospital,-1.214555,36.767673,1776.700073,22.5,n_10591,n,10591,Level 4,Kiambu,Kiambaa,Kiambaa,Kihara,Level 4,Government/Public entity,rural,Rural,Hospital,0,0,0,0,0,0,0
123,123,JM Kariuki Memorial County Referral Hospital,-0.259711,36.376824,1178.300049,18.799999,n_10916,n,10916,Level 4,Nyandarua,Ol Kalou,Olkalou,Rurii,Level 4,Government/Public entity,urban,Urban,Hospital,0,0,0,0,0,0,0
124,124,Isiolo County and Referral Hospital,0.364892,37.589548,1081.300049,14.184,n_12094,n,12094,Level 4,Isiolo,Isiolo North,Isiolo,Wabera,Level 4,Government/Public entity,urban,Urban,Hospital,0,0,0,0,0,0,0
125,125,Kanyakine Sub County Hospital,-0.12917,37.675598,0.0,20.0,n_12181,n,12181,Level 4,Meru,South Imenti,Imenti South,Abogeta East,Level 4,Government/Public entity,urban,Urban,Hospital,0,0,0,0,0,0,0
126,126,Makueni County Referral Hospital,-1.783299,37.62754,1122.800049,14.394,n_12457,n,12457,Level 4,Makueni,Makueni,Makueni,Wote,Level 4,Government/Public entity,rural,Rural,Hospital,0,0,0,0,0,0,0
127,127,Mwingi Level IV Hospital,-0.942685,38.066026,1000.600037,7.8,n_12626,n,12626,Level 4,Kitui,Mwingi Central,Mwingi Central,Central,Level 4,Government/Public entity,rural,Rural,Hospital,0,0,0,0,0,0,0
128,128,Nandi Hills County Hospital,0.103749,35.1838,2020.300049,5.066,n_14179,n,14179,Level 4,Nandi,Nandi Hills,Nandi Hills,Nandi Hills,Level 4,Government/Public entity,urban,Urban,Hospital,0,0,0,0,0,0,0
129,129,Kericho District Hospital,-0.371128,35.280327,2012.9,18.0,n_14831,n,14831,Level 4,Kericho,Ainamoi,Ainamoi,Kipchebor,Level 4,Government/Public entity,urban,Urban,Hospital,0,0,0,0,0,0,0
130,130,Kitengela sub-county hospital,-1.470353,36.954419,1533.700073,9.102,n_14950,n,14950,Level 4,Kajiado,Kajiado East,Kajiado East,Oloosirkon/Sholinke,Level 4,Government/Public entity,urban,Urban,Hospital,0,0,0,0,0,0,0
131,131,Longisa County Referral Hospital,-0.860385,35.390466,2014.200073,10.188,n_15077,n,15077,Level 4,Bomet,Bomet East,Bomet East,Longisa,Level 4,Government/Public entity,rural,Rural,Hospital,0,0,0,0,0,0,0
132,132,Molo Sub County Hospital,-0.246975,35.737003,2490.7,5.416,n_15212,n,15212,Level 4,Nakuru,Molo,Molo,Molo,Level 4,Government/Public entity,urban,Urban,Hospital,0,0,0,0,0,0,0
133,133,Ngong Sub-County Hospital,-1.364818,36.654351,1973.099976,21.700001,n_15351,n,15351,Level 4,Kajiado,Kajiado North,Kajiado North,Ngong,Level 4,Government/Public entity,urban,Urban,Hospital,0,0,0,0,0,0,0
134,134,Vihiga County Referral Hospital,0.079559,34.721713,1658.6,6.26,n_16157,n,16157,Level 4,Vihiga,Vihiga,Vihiga,Lugaga-wamuluma,Level 4,Government/Public entity,urban,Urban,Hospital,0,0,0,0,0,0,0
135,135,Bungoma West Medical Services,0.592601,34.552039,1435.900024,1.985,n_20323,n,20323,Level 3,Bungoma,Kanduyi,Kanduyi,Township,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
136,136,Rapha Makueni Nursing Home,-1.783821,37.622334,1091.8,4.5,n_21676,n,21676,Level 4,Makueni,Makueni,Makueni,Wote,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
137,137,Diani Beach Hospital Main,-4.279353,39.590417,-1.7,4.02,n_25357,n,25357,Level 4,Kwale,Msambweni,Msambweni,Gambato Bongwe,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
138,138,Mandera Drugmarts Pharmacy,3.93795,41.860216,226.2,4.671,n_16312,n,16312,Level 2,Mandera,Mandera East,Mandera East,Township,Level 2,Private,urban,Urban,other,0,0,0,0,0,0,0
139,139,Damuku Pharmaceuticals Limited (Nairobi),-1.268152,36.91988,1575.800049,26.4,n_21250,n,21250,Level 2,Nairobi,,,Kayole central,Level 2,Private,urban,Urban,Stand-Alone service,0,0,0,0,0,0,0
140,140,Highgate Health Limited,-0.449073,39.637346,128.378601,8.722,n_28626414,n,28626414,Level 3,Garissa,Garissa Township,Garissa,Galbet,Level 3,Private,urban,Urban,Health Center,0,0,0,0,0,0,0
141,141,Benlane Pharmaceuticals (Busia),0.460869,34.110312,1212.5,7.98,n_118260,n,118260,Level 2,Busia,,,Burumba,Level 2,Private,urban,Urban,other,0,0,0,0,0,0,0
142,142,Wamalwa Kijana Memorial Teaching And Referral Hospital (Trans nzoia),1.004478,34.996125,1891.2,10.05,n_20394,n,20394,Level 5,Trans Nzoia,,,Matisi,Level 5,Government/Public entity,urban,Urban,other,0,0,0,0,0,0,0
143,143,Hallion Medical Centre (Nairobi),-1.205992,36.894057,1556.900024,17.143,n_27197d,n,27197d,Level 2,Nairobi,,,Zimmerman,Level 2,Private,urban,Urban,Medical Center,0,0,0,0,0,0,0
144,144,cancer care kenya limited,-1.262544,36.812617,1683.700073,15.761,n_23224,n,23224,Level 3,Nairobi,Westlands,Westlands,Parklands/Highridge,Level 3,Private,urban,Urban,Medical Center,0,0,0,0,0,0,0
145,145,Kenneth Matiba Eye and Dental Hospital,-0.937987,37.124887,1509.5,14.281,n_21413,n,21413,Level 4,Murang'a,Maragwa,muranga south,Kimorori/Wempa,Level 4,Government/Public entity,urban,Urban,Hospital,0,0,0,0,0,0,0
146,146,Almiraj Medical clinic,1.752186,40.049006,239.199997,12.328,n_23874,n,23874,Level 2,Wajir,Wajir East,Wajir East,Township,Level 2,Private,urban,Urban,Medical Center,0,0,0,0,0,0,0
147,147,Kiambu Medical Centre,-1.172571,36.830393,1686.300049,20.0,n_18032,n,18032,Level 2,Kiambu,Kiambu,Kiambu Town,Township,Level 2,Private,urban,Urban,Medical Center,0,0,0,0,0,0,0
148,148,Ankara Nursing Home,1.751883,40.050043,239.199997,13.507,n_26169,n,26169,Level 3,Wajir,Wajir East,Wajir East,Township,Level 3,Private,urban,Urban,Nursing Home,0,0,0,0,0,0,0
149,149,Nyamsenda Dispensary,0.273054,34.250572,1257.800049,18.910999,n_27166,n,27166,Level 2,Siaya,Ugenya,Ugenya,North Ugenya,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
150,150,Ararest Health Care Limited,-2.389133,40.696973,-64.8,5.4,n_30302,n,30302,Level 2,Lamu,Lamu West,Lamu West,Bahari,Level 2,Private,urban,Urban,Medical Clinic,0,0,0,0,0,0,0
151,151,Garissa Children Hospital,-0.450095,39.645853,122.900002,28.1,n_20359,n,20359,Level 4,Garissa,Garissa Township,Garissa,Township,Level 3,Private,urban,Urban,Nursing Home,0,0,0,0,0,0,0
152,152,NGARA MAT CLINIC,-1.272911,36.831376,1648.900024,8.0,n_23786,n,23786,Level 2,Nairobi,Starehe,Starehe,Ngara,Level 2,Government/Public entity,urban,Urban,Medical Center,0,0,0,0,0,0,0
153,153,Jeddah Hospital Limited,1.750729,40.063613,236.199997,7.504,n_25980,n,25980,Level 4,Wajir,Wajir East,Wajir East,Township,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
154,154,Wajir Central Nursing Home,1.750358,40.05705,236.899994,26.797001,n_26005236,n,26005236,Level 3,Wajir,Wajir East,Wajir East,Township,Level 3,Private,urban,Urban,Nursing Home,0,0,0,0,0,0,0
155,155,Columbia Africa Healthcare,-1.282946,36.76659,1770.0,13.179,n_27195362,n,27195362,Level 3,Nairobi,Dagoretti North,Dagoretti North,Kilimani,Level 2,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
156,156,St Vincents De Paul Health Centre,-0.160591,35.194947,1275.6,5.916,n_14128,n,14128,Level 3,Kisumu,Muhoroni,Muhoroni,Muhoroni Koru,Level 4,Faith Based Organization,rural,Rural,Hospital,0,0,0,0,0,0,0
157,157,Samaad Hospital,1.75168,40.051905,238.199997,29.259001,n_19203,n,19203,Level 4,Wajir,Wajir East,Wajir East,Barwago,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
158,158,AAR Healthcare buruburu,-1.283906,36.879866,1610.300049,20.0,n_23611,n,23611,Level 2,Nairobi,Makadara,Makadara,Harambee,Level 2,Private,urban,Urban,Medical Clinic,0,0,0,0,0,0,0
159,159,Sparcare Outpatient Clinic,-4.02535,39.624985,23.299999,28.1,n_24327,n,24327,Level 2,Mombasa,Changamwe,Changamwe,Changamwe,Level 2,Private,urban,Urban,Medical Clinic,0,0,0,0,0,0,0
160,160,Kanyakwar Dispensary,-0.052953,34.767019,1307.7,4.7,n_29554,n,29554,Level 2,Kisumu,Kisumu Central,Kisumu Central,Railways,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
161,161,Equity Afia Nyahururu (Laikipia),0.037718,36.364309,2359.799805,6.68,n_35004,n,35004,Level 2,Laikipia,,,Igwamiti,Level 2,Private,urban,Urban,Medical Center,0,0,0,0,0,0,0
162,162,Agha Khan Mountain View (Nairobi),-1.265606,36.741086,1850.099976,20.0,n_37586,n,37586,Level 3,Nairobi,,,Mountain View,Level 3,Private,urban,Urban,Health Center,0,0,0,0,0,0,0
163,163,Mary Immaculate Sisters Dispensary,-1.292223,36.857505,1621.099976,3.475,n_13072,n,13072,Level 2,Nairobi,Makadara,Makadara,Maringo/Hamza,Level 3,Faith Based Organization,urban,Urban,Health Center,0,0,0,0,0,0,0
164,164,Ng'iya Health Centre,0.042188,34.372115,1331.4,7.285,n_13852,n,13852,Level 3,Siaya,Alego Usonga,Alego Usonga,South East Alego,Level 3,Faith Based Organization,rural,Rural,Health Center,0,0,0,0,0,0,0
165,165,Oruba Nursing and Maternity Home,-1.067616,34.463913,1403.8,7.766,n_13993,n,13993,Level 3,Migori,Suna West,Suna West,Ragana-oruba,Level 3,Private,urban,Urban,Nursing Home,0,0,0,0,0,0,0
166,166,Kamukuywa (ACK) Dispensary,0.766478,34.831527,1703.3,5.1,n_15918,n,15918,Level 2,Bungoma,Tongaren,Tongaren,Milima,Level 2,Faith Based Organization,rural,Rural,Dispensary,0,0,0,0,0,0,0
167,167,Ramaazi Nursing Home Limited,1.757989,40.060973,251.092041,20.368,n_28140,n,28140,Level 3,Wajir,Wajir East,Wajir East,Wagberi,Level 3,Private,urban,Urban,Nursing Home,0,0,0,0,0,0,0
168,168,Sasa Doctor Medical Clinic,-1.264774,36.803643,1694.900024,15.353,n_28714,n,28714,Level 2,Nairobi,Westlands,Westlands,Parklands/Highridge,Level 2,Private,urban,Urban,Medical Clinic,0,0,0,0,0,0,0
169,169,Jacaranda Maternity Hospital-Ruaka,-1.211242,36.789752,1717.5,13.481,n_30058,n,30058,Level 3,Nairobi,Westlands,Westlands,Karura,Level 3,Private,urban,Urban,Medical Center,0,0,0,0,0,0,0
170,170,Afya Medical Clinic And Nursing Home (wajir),1.744777,40.05691,234.0,17.152,n_31436719,n,31436719,Level 3,Wajir,,,township,Level 3,Private,urban,Urban,Nursing Home,0,0,0,0,0,0,0
171,171,Pro Care Medical Centre (Mombasa),-4.031906,39.712678,-17.0,17.997999,n_8112,n,8112,Level 2,Mombasa,,,Mkomani,Level 2,Private,urban,Urban,Medical Center,0,0,0,0,0,0,0
172,172,Kijabe (AIC) Hospital Marira Medical Clinic,-1.033012,36.622211,2387.0,6.52,n_10693,n,10693,Level 2,Kiambu,Lari,Lari,Lari/Kirenga,Level 2,Private,rural,Rural,Medical Center,0,0,0,0,0,0,0
173,173,Kianjokoma Health Centre,-0.396948,37.503633,1820.599976,20.9,n_12279,n,12279,Level 4,Embu,Runyenjes,Runyenjes,Kagaari North,Level 3,Government/Public entity,urban,Urban,Health Center,0,0,0,0,0,0,0
174,174,Mrima Maternity Hospital,-4.098558,39.651367,-14.4,15.759,n_19606,n,19606,Level 4,Mombasa,Likoni,Likoni,Timbwani,Level 4,Government/Public entity,urban,Urban,Hospital,0,0,0,0,0,0,0
175,175,Bay Leaf Medical Clinic,-4.05043,39.65603,-4.5,8.9,n_20382,n,20382,Level 2,Mombasa,Mvita,Mvita,Majengo,Level 3,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
176,176,GALAXY HOSPITAL ISIOLO,-0.671109,34.768923,1632.400024,13.949,n_221620,n,221620,Level 4,Isiolo,Isiolo North,Isiolo,Bulla Pesa,Level 4,Private,urban,Urban,Medical Center,0,0,0,0,0,0,0
177,177,Adenville Medical Care Centre,-1.423067,36.965413,1515.0,22.5,n_25609,n,25609,Level 3,Machakos,Mavoko,Athi River,Athi River,Level 3,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
178,178,Jacaranda Maternity Hospital,-1.280365,36.905549,1603.200073,14.234,n_29115,n,29115,Level 5,Nairobi,Embakasi Central,Embakasi Central,Komarock,Level 5,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
179,179,Al-Bushra Nursing Home (wajir),1.752185,40.049255,239.399994,17.082001,n_36017832,n,36017832,Level 4,Wajir,,,barwaqo,Level 4,Private,urban,Urban,Nursing Home,0,0,0,0,0,0,0
180,180,AMA (Africa Muslim Agency) Clinic,-1.059216,37.114082,1466.599976,4.86,n_10023,n,10023,Level 2,Kiambu,Thika Town,Thika Town,Kamenu,Level 2,Faith Based Organization,urban,Urban,Health Center,0,0,0,0,0,0,0
181,181,Maimoon Hospital,-3.209311,40.113303,54.3,3.7,n_11358,n,11358,Level 2,Kilifi,Magarini,Magarini,Sabaki,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
182,182,St Lukes ( ACK) Nursing Home(Kaloleni),-3.812327,39.633042,217.9,6.525,n_11818,n,11818,Level 4,Kilifi,Kaloleni,Kaloleni,Kaloleni,Level 3,Faith Based Organization,rural,Rural,Nursing Home,0,0,0,0,0,0,0
183,183,St Assisi Sisters of Mary Immaculate Nursing Home,-1.398733,36.945973,1579.900024,20.4,n_12745,n,12745,Level 3,Machakos,Mavoko,Athi River,Syokimau/Mulolongo,Level 3,Private,rural,Rural,Nursing Home,0,0,0,0,0,0,0
184,184,AAR City Centre Clinic,-1.284207,36.821012,1676.900024,12.627,n_12861,n,12861,Level 2,Nairobi,Starehe,Starehe,Nairobi Central,Level 2,Private,urban,Urban,Medical Center,0,0,0,0,0,0,0
185,185,Chembulet Health Centre,0.616471,35.425673,2211.1,7.24,n_14317,n,14317,Level 3,Uasin Gishu,Moiben,Moiben,Tembelio,Level 3,Government/Public entity,rural,Rural,Health Center,0,0,0,0,0,0,0
186,186,Ortum Mission Hospital,1.437364,35.354692,1397.300049,2.333,n_15446,n,15446,Level 4,West Pokot,Pokot South,KIPKOMO,Batei,Level 4,Faith Based Organization,rural,Rural,other,0,0,0,0,0,0,0
187,187,Rumuruti District Hospital,0.271587,36.533175,1837.599976,5.4,n_15502,n,15502,Level 4,Laikipia,Laikipia West,Laikipia West,Rumuruti Township,Level 4,Government/Public entity,urban,Urban,Hospital,0,0,0,0,0,0,0
188,188,Subukia Sub County Hospital,0.002573,36.230806,1991.2,3.616,n_15678,n,15678,Level 4,Nakuru,Subukia,Subukia,Subukia,Level 4,Government/Public entity,rural,Rural,Hospital,0,0,0,0,0,0,0
189,189,Chwele Sub County Hospital,0.734327,34.577893,1606.099976,4.366,n_15860,n,15860,Level 4,Bungoma,Kabuchai,Kabuchai,Kabuchai/Chwele,Level 4,Government/Public entity,urban,Urban,Hospital,0,0,0,0,0,0,0
190,190,Emali model health Centre,-2.074388,37.461345,1145.0,24.049999,n_18260,n,18260,Level 3,Makueni,Kibwezi West,Kibwezi West,Emali/Mulala,Level 3,Government/Public entity,urban,Urban,Health Center,0,0,0,0,0,0,0
191,191,Gachororo Health Centre,-1.08664,37.020053,1538.7,4.7,n_18608,n,18608,Level 3,Kiambu,Juja,Juja,Juja,Level 3,Government/Public entity,urban,Urban,Health Center,0,0,0,0,0,0,0
192,192,Medicatia Hospital,-1.070507,35.869827,1933.7,3.48,n_18784,n,18784,Level 4,Narok,Narok North,Narok North,Narok Town,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
193,193,LAD NAN Hospital,-1.269832,36.840828,1638.800049,17.362,n_19316,n,19316,Level 4,Nairobi,Starehe,Starehe,Pangani,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
194,194,Consolata Maternity and Children's Hospital,0.004905,37.089506,1951.900024,5.98,n_21878,n,21878,Level 4,Laikipia,Laikipia East,Laikipia East,Nanyuki,Level 4,Faith Based Organization,urban,Urban,Hospital,0,0,0,0,0,0,0
195,195,South Rift Hospital,-0.380502,35.259626,1913.400024,14.301,n_30479,n,30479,Level 4,Kericho,Ainamoi,Ainamoi,Kipchebor,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
196,196,The Mater Misericordiae Cbd (Nairobi),-1.288147,36.827498,1658.0,21.686001,n_35758824,n,35758824,Level 3,Nairobi,,,Starehe,Level 3,Faith Based Organization,urban,Urban,Medical Center,0,0,0,0,0,0,0
197,197,Nyamache Sub County Referral Hospital,-0.855705,34.828766,1782.1,3.25,n_13891,n,13891,Level 4,Kisii,Bobasi,Bobasi,Basi Central,Level 4,Government/Public entity,rural,Rural,Hospital,0,0,0,0,0,0,0
198,198,Kinara Hospital,-0.581304,34.935325,2024.8,3.85,n_13913,n,13913,Level 4,Nyamira,West Mugirango,Nyamira,Township,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
199,199,Lolgorian Sub District Hosp,-1.233982,34.799663,1601.4,4.36,n_15068,n,15068,Level 4,Narok,Kilgoris,Transmara West,Lolgorian,Level 4,Government/Public entity,rural,Rural,Hospital,0,0,0,0,0,0,0
200,200,Nairagie-Enkare Health Centre,-1.046389,36.162951,2212.9,7.6,n_15277,n,15277,Level 3,Narok,Narok East,Narok East,Keekonyokie,Level 3,Government/Public entity,rural,Rural,Hospital,0,0,0,0,0,0,0
201,201,Ololulunga Sub County Hospital,-1.002633,35.664702,1935.099976,9.25,n_15423,n,15423,Level 4,Narok,Narok South,Narok South,Ololulung'a,Level 4,Government/Public entity,rural,Rural,Hospital,0,0,0,0,0,0,0
202,202,Romkan Medical Centre,-1.091707,37.023215,1505.0,21.6,n_21923,n,21923,Level 2,Kiambu,Juja,Juja,Juja,Level 2,Private,urban,Urban,Medical Center,0,0,0,0,0,0,0
203,203,Mediheal Hospital Parklands,-1.262366,36.822517,1674.300049,16.047001,n_26331,n,26331,Level 4,Nairobi,Westlands,Westlands,Parklands/Highridge,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
204,204,Ruiru Nursing Hospital Ltd,-1.150243,36.942347,1530.400024,13.0,n_30307,n,30307,Level 3,Kiambu,Ruiru,Ruiru,Biashara,Level 3,Private,urban,Urban,Nursing Home,0,0,0,0,0,0,0
205,205,Kigumo Sub County Hospital,-0.804737,36.961395,1772.599976,3.26,n_10588,n,10588,Level 4,Murang'a,Kigumo,Kigumo,Kigumo,Level 4,Government/Public entity,rural,Rural,Hospital,0,0,0,0,0,0,0
206,206,Mt Kenya Sub County Hospital,-0.426664,36.935643,1852.400024,3.65,n_10739,n,10739,Level 4,Nyeri,Nyeri Town,Nyeri Central,Kamakwa/Mukaro,Level 4,Government/Public entity,urban,Urban,Hospital,0,0,0,0,0,0,0
207,207,Ruiru Hospital Limited,-1.144285,36.958084,1545.0,4.385,n_10974,n,10974,Level 4,Kiambu,Ruiru,Ruiru,Biashara,Level 3,Private,urban,Urban,Nursing Home,0,0,0,0,0,0,0
208,208,Kwale Sub County Hospital,-4.175141,39.455445,394.299988,3.75,n_115070,n,115070,Level 4,Kwale,Matuga,Matuga,Tsimba Golini,Level 4,Government/Public entity,rural,Rural,Hospital,0,0,0,0,0,0,0
209,209,Lungalunga Sub County Hospital,-4.553731,39.120025,35.300003,5.2,n_11526,n,11526,Level 4,Kwale,Lunga Lunga,Lunga Lunga,Vanga,Level 4,Government/Public entity,urban,Urban,Hospital,0,0,0,0,0,0,0
210,210,Pandya Memorial Hospital,-4.068131,39.671099,-0.4,13.326,n_11734,n,11734,Level 4,Mombasa,Mvita,Mvita,Shimanzi/Ganjoni,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
211,211,Taveta Sub County Hospital,-3.393863,37.677056,805.7,7.82,n_11840,n,11840,Level 4,Taita Taveta,Taveta,Taveta,Bomani,Level 4,Government/Public entity,rural,Rural,Hospital,0,0,0,0,0,0,0
212,212,Githongo Sub-County Hospital,-0.005745,37.592617,1915.599976,20.0,n_12041,n,12041,Level 4,Meru,Central Imenti,Imenti Central,Abothuguchi West,Level 4,Government/Public entity,rural,Rural,Health Center,0,0,0,0,0,0,0
213,213,Kilungu Sub County Hospital,-1.786091,37.360687,2006.1,5.36,n_12314,n,12314,Level 4,Makueni,Kaiti,Kaiti,Kilungu,Level 4,Government/Public entity,rural,Rural,Hospital,0,0,0,0,0,0,0
214,214,Magutuni Subcounty Hospital,-0.224963,37.736614,1205.9,6.68,n_12445,n,12445,Level 4,Tharaka-Nithi,Maara,Mwimbi,Mwimbi,Level 4,Government/Public entity,rural,Rural,Hospital,0,0,0,0,0,0,0
215,215,Pumwani Maternity Hospital,-1.280312,36.845852,1635.800049,13.209,n_13156,n,13156,Level 4,Nairobi,Kamukunji,Kamukunji,Pumwani,Level 4,Government/Public entity,urban,Urban,Hospital,0,0,0,0,0,0,0
216,216,Al-Siha Nursing Home,3.934982,41.850892,206.0,3.2,n_13287,n,13287,Level 3,Mandera,Mandera East,Mandera East,Township,Level 3,Private,urban,Urban,Nursing Home,0,0,0,0,0,0,0
217,217,Bama Hospital,0.056455,34.294006,1307.5,6.066,n_13493,n,13493,Level 4,Siaya,Alego Usonga,Alego Usonga,Siaya Township,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
218,218,Nyabondo Mission Hospital,-0.381267,34.978462,1648.0,4.825,n_13864,n,13864,Level 4,Kisumu,Nyakach,Nyakach,South East Nyakach,Level 4,Faith Based Organization,rural,Rural,Hospital,0,0,0,0,0,0,0
219,219,Ukwala Sub County Hospital,0.192684,34.188442,1261.6,4.533,n_14156,n,14156,Level 4,Siaya,Ugenya,Ugenya,Ukwala,Level 4,Government/Public entity,rural,Rural,Hospital,0,0,0,0,0,0,0
220,220,Eldoret Hospital,0.516444,35.27947,2073.299805,19.580999,n_14435,n,14435,Level 4,Uasin Gishu,Ainabkoi,Ainabkoi,Kapsoya,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
221,221,Kapsara Sub County Hospital,1.091845,35.154982,1860.6,8.862,n_14753,n,14753,Level 3,Trans Nzoia,Cherangany,Cherangany,Makutano,Level 3,Government/Public entity,rural,Rural,Health Center,0,0,0,0,0,0,0
222,222,Mount Olive Hospital,-1.398278,36.764677,1715.900024,15.965,n_15581,n,15581,Level 4,Kajiado,Kajiado North,Kajiado North,Ongata Rongai,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
223,223,Lumakanda  County Hospital,0.63484,34.976229,1769.700073,19.691,n_15969,n,15969,Level 4,Kakamega,Lugari,Lugari,Lumakanda,Level 4,Government/Public entity,rural,Rural,Hospital,0,0,0,0,0,0,0
224,224,Nambale Sub County Hospital,0.455657,34.238861,1211.700073,6.9,n_16066,n,16066,Level 4,Busia,Nambale,Nambale,Nambale,Level 4,Government/Public entity,urban,Urban,Hospital,0,0,0,0,0,0,0
225,225,Holsoms Maternity & Nursing Home,-0.664672,34.844935,1855.2,7.38,n_22795,n,22795,Level 3,Nyamira,Kitutu Masaba,Manga,Kamera,Level 3,Private,urban,Urban,Nursing Home,0,0,0,0,0,0,0
226,226,Jotram Medical Centre,-1.094871,37.080644,1487.800049,4.033,n_23561,n,23561,Level 2,Kiambu,Juja,Juja,Witeithie,Level 2,Private,rural,Rural,Medical Center,0,0,0,0,0,0,0
227,227,Isiolo Drug Mart Medical Centre,0.351184,37.58233,1088.400024,11.36,n_25338,n,25338,Level 3,Isiolo,Isiolo North,Isiolo,Bulla Pesa,Level 3,Private,urban,Urban,Medical Center,0,0,0,0,0,0,0
228,228,Plaza Specialist Hospital ( Machakos),-1.523635,37.267089,1446.0,11.06,n_28895,n,28895,Level 4,Machakos,Machakos Town,Machakos,Machakos Central,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
229,229,Top View Medical Center,-0.425442,36.956433,1791.5,20.0,n_29096469,n,29096469,Level 3,Nyeri,Nyeri Town,Nyeri Central,Rware,Level 3,Private,urban,Urban,Medical Center,0,0,0,0,0,0,0
